{'steering': np.float64(0.0219), 'forward': 0.5, 'backward': 0, 'boost': 0, 'recording': 1, 'exit': 0, 'timestep': '01:02:2025:08:44:23:291', 'enable_pid': 1, 'camera_0': 0, 'camera_1': 0, 'idx': 0, 'image': '000000.png'}
{'steering': np.float64(-0.2016), 'forward': 0.5, 'backward': 0, 'boost': 0, 'recording': 1, 'exit': 0, 'timestep': '01:02:2025:08:44:33:175', 'enable_pid': 1, 'camera_0': 0, 'camera_1': 0, 'idx': 106, 'image': '000106.png'}
{'steering': np.float64(-0.2669), 'forward': 0.5, 'backward': 0, 'boost': 0, 'recording': 1, 'exit': 0, 'timestep': '01:02:2025:08:44:33:279', 'enable_pid': 1, 'camera_0': 0, 'camera_1': 0, 'idx': 107, 'image': '000107.png'}
{'steering': np.float64(-0.3289), 'forward': 0.30000000000000004, 'backward': 0, 'boost': 0, 'recording': 1, 'exit': 0, 'timestep': '01:02:2025:08:44:33:376', 'enable_pid': 1, 'camera_0': 0, 'camera_1': 0, 'idx': 108, 'image': '000108.png'}
{'steering': np.float64(-0.2091), 'forward': 0.4, 'backward': 0, 'boost': 0, 'recording': 1, 'exit': 0, 'timestep': '01:02:2025:08:44:33:469', 'enable_pid': 1, 'camera_0': 0, 'camera_1': 0, 'idx': 109, 'image': '000109.png'}
{'steering': np.float64(-0.2292), 'forward': 0.4, 'backward': 0, 'boost': 0, 'recording': 1, 'exit': 0, 'timestep': '01:02:2025:08:44:33:562', 'enable_pid': 1, 'camera_0': 0, 'camera_1': 0, 'idx': 110, 'image': '000110.png'}
{'steering': np.float64(-0.3473), 'forward': 0.30000000000000004, 'backward': 0, 'boost': 0, 'recording': 1, 'exit': 0, 'timestep': '01:02:2025:08:44:33:667', 'enable_pid': 1, 'camera_0': 0, 'camera_1': 0, 'idx': 111, 'image': '000111.png'}
{'steering': np.float64(-0.2637), 'forward': 0.5, 'backward': 0, 'boost': 0, 'recording': 1, 'exit': 0, 'timestep': '01:02:2025:08:44:33:753', 'enable_pid': 1, 'camera_0': 0, 'camera_1': 0, 'idx': 112, 'image': '000112.png'}
{'steering': np.float64(-0.1819), 'forward': 0.5, 'backward': 0, 'boost': 0, 'recording': 1, 'exit': 0, 'timestep': '01:02:2025:08:44:33:849', 'enable_pid': 1, 'camera_0': 0, 'camera_1': 0, 'idx': 113, 'image': '000113.png'}
{'steering': np.float64(-0.0535), 'forward': 0.5, 'backward': 0, 'boost': 0, 'recording': 1, 'exit': 0, 'timestep': '01:02:2025:08:44:33:944', 'enable_pid': 1, 'camera_0': 0, 'camera_1': 0, 'idx': 114, 'image': '000114.png'}
{'steering': np.float64(0.0888), 'forward': 0.5, 'backward': 0, 'boost': 0, 'recording': 1, 'exit': 0, 'timestep': '01:02:2025:08:44:34:38', 'enable_pid': 1, 'camera_0': 0, 'camera_1': 0, 'idx': 115, 'image': '000115.png'}
{'steering': np.float64(0.1481), 'forward': 0.5, 'backward': 0, 'boost': 0, 'recording': 1, 'exit': 0, 'timestep': '01:02:2025:08:44:34:134', 'enable_pid': 1, 'camera_0': 0, 'camera_1': 0, 'idx': 116, 'image': '000116.png'}
{'steering': np.float64(0.0321), 'forward': 0.5, 'backward': 0, 'boost': 0, 'recording': 1, 'exit': 0, 'timestep': '01:02:2025:08:44:34:228', 'enable_pid': 1, 'camera_0': 0, 'camera_1': 0, 'idx': 117, 'image': '000117.png'}
{'steering': np.float64(-0.0739), 'forward': 0.5, 'backward': 0, 'boost': 0, 'recording': 1, 'exit': 0, 'timestep': '01:02:2025:08:44:34:321', 'enable_pid': 1, 'camera_0': 0, 'camera_1': 0, 'idx': 118, 'image': '000118.png'}
{'steering': np.float64(-0.1767), 'forward': 0.5, 'backward': 0, 'boost': 0, 'recording': 1, 'exit': 0, 'timestep': '01:02:2025:08:44:34:414', 'enable_pid': 1, 'camera_0': 0, 'camera_1': 0, 'idx': 119, 'image': '000119.png'}
{'steering': np.float64(-0.2293), 'forward': 0.5, 'backward': 0, 'boost': 0, 'recording': 1, 'exit': 0, 'timestep': '01:02:2025:08:44:34:518', 'enable_pid': 1, 'camera_0': 0, 'camera_1': 0, 'idx': 120, 'image': '000120.png'}
{'steering': np.float64(-0.2909), 'forward': 0.5, 'backward': 0, 'boost': 0, 'recording': 1, 'exit': 0, 'timestep': '01:02:2025:08:44:34:613', 'enable_pid': 1, 'camera_0': 0, 'camera_1': 0, 'idx': 121, 'image': '000121.png'}
{'steering': np.float64(-0.2291), 'forward': 0.4, 'backward': 0, 'boost': 0, 'recording': 1, 'exit': 0, 'timestep': '01:02:2025:08:44:34:719', 'enable_pid': 1, 'camera_0': 0, 'camera_1': 0, 'idx': 122, 'image': '000122.png'}
{'steering': np.float64(0.0159), 'forward': 0.5, 'backward': 0, 'boost': 0, 'recording': 1, 'exit': 0, 'timestep': '01:02:2025:08:44:34:819', 'enable_pid': 1, 'camera_0': 0, 'camera_1': 0, 'idx': 123, 'image': '000123.png'}
{'steering': np.float64(-0.283), 'forward': 0.4, 'backward': 0, 'boost': 0, 'recording': 1, 'exit': 0, 'timestep': '01:02:2025:08:44:34:925', 'enable_pid': 1, 'camera_0': 0, 'camera_1': 0, 'idx': 124, 'image': '000124.png'}
{'steering': np.float64(-0.2406), 'forward': 0.4, 'backward': 0, 'boost': 0, 'recording': 1, 'exit': 0, 'timestep': '01:02:2025:08:44:35:18', 'enable_pid': 1, 'camera_0': 0, 'camera_1': 0, 'idx': 125, 'image': '000125.png'}
{'steering': np.float64(-0.242), 'forward': 0.4, 'backward': 0, 'boost': 0, 'recording': 1, 'exit': 0, 'timestep': '01:02:2025:08:44:35:124', 'enable_pid': 1, 'camera_0': 0, 'camera_1': 0, 'idx': 126, 'image': '000126.png'}
{'steering': np.float64(-0.2434), 'forward': 0.4, 'backward': 0, 'boost': 0, 'recording': 1, 'exit': 0, 'timestep': '01:02:2025:08:44:35:221', 'enable_pid': 1, 'camera_0': 0, 'camera_1': 0, 'idx': 127, 'image': '000127.png'}
{'steering': np.float64(-0.2448), 'forward': 0.4, 'backward': 0, 'boost': 0, 'recording': 1, 'exit': 0, 'timestep': '01:02:2025:08:44:35:316', 'enable_pid': 1, 'camera_0': 0, 'camera_1': 0, 'idx': 128, 'image': '000128.png'}
{'steering': np.float64(-0.2462), 'forward': 0.4, 'backward': 0, 'boost': 0, 'recording': 1, 'exit': 0, 'timestep': '01:02:2025:08:44:35:413', 'enable_pid': 1, 'camera_0': 0, 'camera_1': 0, 'idx': 129, 'image': '000129.png'}
{'steering': np.float64(-0.2476), 'forward': 0.4, 'backward': 0, 'boost': 0, 'recording': 1, 'exit': 0, 'timestep': '01:02:2025:08:44:35:508', 'enable_pid': 1, 'camera_0': 0, 'camera_1': 0, 'idx': 130, 'image': '000130.png'}
{'steering': np.float64(-0.249), 'forward': 0.4, 'backward': 0, 'boost': 0, 'recording': 1, 'exit': 0, 'timestep': '01:02:2025:08:44:35:601', 'enable_pid': 1, 'camera_0': 0, 'camera_1': 0, 'idx': 131, 'image': '000131.png'}
{'steering': np.float64(-0.2504), 'forward': 0.4, 'backward': 0, 'boost': 0, 'recording': 1, 'exit': 0, 'timestep': '01:02:2025:08:44:35:697', 'enable_pid': 1, 'camera_0': 0, 'camera_1': 0, 'idx': 132, 'image': '000132.png'}
{'steering': np.float64(-0.5653), 'forward': 0.30000000000000004, 'backward': 0, 'boost': 0, 'recording': 1, 'exit': 0, 'timestep': '01:02:2025:08:44:35:804', 'enable_pid': 1, 'camera_0': 0, 'camera_1': 0, 'idx': 133, 'image': '000133.png'}
{'steering': np.float64(-0.4418), 'forward': 0.30000000000000004, 'backward': 0, 'boost': 0, 'recording': 1, 'exit': 0, 'timestep': '01:02:2025:08:44:35:897', 'enable_pid': 1, 'camera_0': 0, 'camera_1': 0, 'idx': 134, 'image': '000134.png'}
{'steering': np.float64(-0.3622), 'forward': 0.30000000000000004, 'backward': 0, 'boost': 0, 'recording': 1, 'exit': 0, 'timestep': '01:02:2025:08:44:35:992', 'enable_pid': 1, 'camera_0': 0, 'camera_1': 0, 'idx': 135, 'image': '000135.png'}
{'steering': np.float64(-0.2713), 'forward': 0.5, 'backward': 0, 'boost': 0, 'recording': 1, 'exit': 0, 'timestep': '01:02:2025:08:44:36:97', 'enable_pid': 1, 'camera_0': 0, 'camera_1': 0, 'idx': 136, 'image': '000136.png'}
{'steering': np.float64(-0.1969), 'forward': 0.5, 'backward': 0, 'boost': 0, 'recording': 1, 'exit': 0, 'timestep': '01:02:2025:08:44:36:204', 'enable_pid': 1, 'camera_0': 0, 'camera_1': 0, 'idx': 137, 'image': '000137.png'}
{'steering': np.float64(-0.0903), 'forward': 0.5, 'backward': 0, 'boost': 0, 'recording': 1, 'exit': 0, 'timestep': '01:02:2025:08:44:36:297', 'enable_pid': 1, 'camera_0': 0, 'camera_1': 0, 'idx': 138, 'image': '000138.png'}
{'steering': np.float64(0.0047), 'forward': 0.5, 'backward': 0, 'boost': 0, 'recording': 1, 'exit': 0, 'timestep': '01:02:2025:08:44:36:401', 'enable_pid': 1, 'camera_0': 0, 'camera_1': 0, 'idx': 139, 'image': '000139.png'}
{'steering': np.float64(0.0724), 'forward': 0.5, 'backward': 0, 'boost': 0, 'recording': 1, 'exit': 0, 'timestep': '01:02:2025:08:44:36:498', 'enable_pid': 1, 'camera_0': 0, 'camera_1': 0, 'idx': 140, 'image': '000140.png'}
{'steering': np.float64(0.0362), 'forward': 0.5, 'backward': 0, 'boost': 0, 'recording': 1, 'exit': 0, 'timestep': '01:02:2025:08:44:36:592', 'enable_pid': 1, 'camera_0': 0, 'camera_1': 0, 'idx': 141, 'image': '000141.png'}
{'steering': np.float64(0.0187), 'forward': 0.5, 'backward': 0, 'boost': 0, 'recording': 1, 'exit': 0, 'timestep': '01:02:2025:08:44:36:686', 'enable_pid': 1, 'camera_0': 0, 'camera_1': 0, 'idx': 142, 'image': '000142.png'}
{'steering': np.float64(0.0011), 'forward': 0.5, 'backward': 0, 'boost': 0, 'recording': 1, 'exit': 0, 'timestep': '01:02:2025:08:44:36:802', 'enable_pid': 1, 'camera_0': 0, 'camera_1': 0, 'idx': 143, 'image': '000143.png'}
{'steering': np.float64(-0.024), 'forward': 0.5, 'backward': 0, 'boost': 0, 'recording': 1, 'exit': 0, 'timestep': '01:02:2025:08:44:36:895', 'enable_pid': 1, 'camera_0': 0, 'camera_1': 0, 'idx': 144, 'image': '000144.png'}
{'steering': np.float64(-0.0479), 'forward': 0.5, 'backward': 0, 'boost': 0, 'recording': 1, 'exit': 0, 'timestep': '01:02:2025:08:44:36:990', 'enable_pid': 1, 'camera_0': 0, 'camera_1': 0, 'idx': 145, 'image': '000145.png'}
{'steering': np.float64(-0.072), 'forward': 0.5, 'backward': 0, 'boost': 0, 'recording': 1, 'exit': 0, 'timestep': '01:02:2025:08:44:37:93', 'enable_pid': 1, 'camera_0': 0, 'camera_1': 0, 'idx': 146, 'image': '000146.png'}
{'steering': np.float64(-0.0963), 'forward': 0.5, 'backward': 0, 'boost': 0, 'recording': 1, 'exit': 0, 'timestep': '01:02:2025:08:44:37:186', 'enable_pid': 1, 'camera_0': 0, 'camera_1': 0, 'idx': 147, 'image': '000147.png'}
{'steering': np.float64(-0.1353), 'forward': 0.5, 'backward': 0, 'boost': 0, 'recording': 1, 'exit': 0, 'timestep': '01:02:2025:08:44:37:280', 'enable_pid': 1, 'camera_0': 0, 'camera_1': 0, 'idx': 148, 'image': '000148.png'}
{'steering': np.float64(-0.1794), 'forward': 0.5, 'backward': 0, 'boost': 0, 'recording': 1, 'exit': 0, 'timestep': '01:02:2025:08:44:37:385', 'enable_pid': 1, 'camera_0': 0, 'camera_1': 0, 'idx': 149, 'image': '000149.png'}
{'steering': np.float64(-0.2006), 'forward': 0.5, 'backward': 0, 'boost': 0, 'recording': 1, 'exit': 0, 'timestep': '01:02:2025:08:44:37:478', 'enable_pid': 1, 'camera_0': 0, 'camera_1': 0, 'idx': 150, 'image': '000150.png'}
{'steering': np.float64(-0.2111), 'forward': 0.5, 'backward': 0, 'boost': 0, 'recording': 1, 'exit': 0, 'timestep': '01:02:2025:08:44:37:571', 'enable_pid': 1, 'camera_0': 0, 'camera_1': 0, 'idx': 151, 'image': '000151.png'}
{'steering': np.float64(-0.2316), 'forward': 0.5, 'backward': 0, 'boost': 0, 'recording': 1, 'exit': 0, 'timestep': '01:02:2025:08:44:37:666', 'enable_pid': 1, 'camera_0': 0, 'camera_1': 0, 'idx': 152, 'image': '000152.png'}
{'steering': np.float64(-0.2435), 'forward': 0.5, 'backward': 0, 'boost': 0, 'recording': 1, 'exit': 0, 'timestep': '01:02:2025:08:44:37:770', 'enable_pid': 1, 'camera_0': 0, 'camera_1': 0, 'idx': 153, 'image': '000153.png'}
{'steering': np.float64(-0.235), 'forward': 0.5, 'backward': 0, 'boost': 0, 'recording': 1, 'exit': 0, 'timestep': '01:02:2025:08:44:37:865', 'enable_pid': 1, 'camera_0': 0, 'camera_1': 0, 'idx': 154, 'image': '000154.png'}
{'steering': np.float64(-0.2229), 'forward': 0.5, 'backward': 0, 'boost': 0, 'recording': 1, 'exit': 0, 'timestep': '01:02:2025:08:44:37:977', 'enable_pid': 1, 'camera_0': 0, 'camera_1': 0, 'idx': 155, 'image': '000155.png'}
{'steering': np.float64(-0.1973), 'forward': 0.5, 'backward': 0, 'boost': 0, 'recording': 1, 'exit': 0, 'timestep': '01:02:2025:08:44:38:105', 'enable_pid': 1, 'camera_0': 0, 'camera_1': 0, 'idx': 156, 'image': '000156.png'}
{'steering': np.float64(-0.1668), 'forward': 0.5, 'backward': 0, 'boost': 0, 'recording': 1, 'exit': 0, 'timestep': '01:02:2025:08:44:38:210', 'enable_pid': 1, 'camera_0': 0, 'camera_1': 0, 'idx': 157, 'image': '000157.png'}
{'steering': np.float64(-0.1884), 'forward': 0.5, 'backward': 0, 'boost': 0, 'recording': 1, 'exit': 0, 'timestep': '01:02:2025:08:44:38:314', 'enable_pid': 1, 'camera_0': 0, 'camera_1': 0, 'idx': 158, 'image': '000158.png'}
{'steering': np.float64(-0.1868), 'forward': 0.5, 'backward': 0, 'boost': 0, 'recording': 1, 'exit': 0, 'timestep': '01:02:2025:08:44:38:415', 'enable_pid': 1, 'camera_0': 0, 'camera_1': 0, 'idx': 159, 'image': '000159.png'}
{'steering': np.float64(-0.1803), 'forward': 0.5, 'backward': 0, 'boost': 0, 'recording': 1, 'exit': 0, 'timestep': '01:02:2025:08:44:38:520', 'enable_pid': 1, 'camera_0': 0, 'camera_1': 0, 'idx': 160, 'image': '000160.png'}
{'steering': np.float64(-0.1897), 'forward': 0.5, 'backward': 0, 'boost': 0, 'recording': 1, 'exit': 0, 'timestep': '01:02:2025:08:44:38:614', 'enable_pid': 1, 'camera_0': 0, 'camera_1': 0, 'idx': 161, 'image': '000161.png'}
{'steering': np.float64(-0.1965), 'forward': 0.5, 'backward': 0, 'boost': 0, 'recording': 1, 'exit': 0, 'timestep': '01:02:2025:08:44:38:709', 'enable_pid': 1, 'camera_0': 0, 'camera_1': 0, 'idx': 162, 'image': '000162.png'}
{'steering': np.float64(-0.1962), 'forward': 0.5, 'backward': 0, 'boost': 0, 'recording': 1, 'exit': 0, 'timestep': '01:02:2025:08:44:38:815', 'enable_pid': 1, 'camera_0': 0, 'camera_1': 0, 'idx': 163, 'image': '000163.png'}
{'steering': np.float64(-0.1825), 'forward': 0.5, 'backward': 0, 'boost': 0, 'recording': 1, 'exit': 0, 'timestep': '01:02:2025:08:44:38:903', 'enable_pid': 1, 'camera_0': 0, 'camera_1': 0, 'idx': 164, 'image': '000164.png'}
{'steering': np.float64(-0.1858), 'forward': 0.5, 'backward': 0, 'boost': 0, 'recording': 1, 'exit': 0, 'timestep': '01:02:2025:08:44:38:998', 'enable_pid': 1, 'camera_0': 0, 'camera_1': 0, 'idx': 165, 'image': '000165.png'}
{'steering': np.float64(-0.1939), 'forward': 0.5, 'backward': 0, 'boost': 0, 'recording': 1, 'exit': 0, 'timestep': '01:02:2025:08:44:39:94', 'enable_pid': 1, 'camera_0': 0, 'camera_1': 0, 'idx': 166, 'image': '000166.png'}
{'steering': np.float64(-0.2007), 'forward': 0.5, 'backward': 0, 'boost': 0, 'recording': 1, 'exit': 0, 'timestep': '01:02:2025:08:44:39:189', 'enable_pid': 1, 'camera_0': 0, 'camera_1': 0, 'idx': 167, 'image': '000167.png'}
{'steering': np.float64(-0.2077), 'forward': 0.5, 'backward': 0, 'boost': 0, 'recording': 1, 'exit': 0, 'timestep': '01:02:2025:08:44:39:282', 'enable_pid': 1, 'camera_0': 0, 'camera_1': 0, 'idx': 168, 'image': '000168.png'}
{'steering': np.float64(-0.1927), 'forward': 0.5, 'backward': 0, 'boost': 0, 'recording': 1, 'exit': 0, 'timestep': '01:02:2025:08:44:39:377', 'enable_pid': 1, 'camera_0': 0, 'camera_1': 0, 'idx': 169, 'image': '000169.png'}
{'steering': np.float64(-0.1888), 'forward': 0.5, 'backward': 0, 'boost': 0, 'recording': 1, 'exit': 0, 'timestep': '01:02:2025:08:44:39:471', 'enable_pid': 1, 'camera_0': 0, 'camera_1': 0, 'idx': 170, 'image': '000170.png'}
{'steering': np.float64(-0.2054), 'forward': 0.5, 'backward': 0, 'boost': 0, 'recording': 1, 'exit': 0, 'timestep': '01:02:2025:08:44:39:575', 'enable_pid': 1, 'camera_0': 0, 'camera_1': 0, 'idx': 171, 'image': '000171.png'}
{'steering': np.float64(-0.2038), 'forward': 0.5, 'backward': 0, 'boost': 0, 'recording': 1, 'exit': 0, 'timestep': '01:02:2025:08:44:39:672', 'enable_pid': 1, 'camera_0': 0, 'camera_1': 0, 'idx': 172, 'image': '000172.png'}
{'steering': np.float64(-0.1828), 'forward': 0.5, 'backward': 0, 'boost': 0, 'recording': 1, 'exit': 0, 'timestep': '01:02:2025:08:44:39:769', 'enable_pid': 1, 'camera_0': 0, 'camera_1': 0, 'idx': 173, 'image': '000173.png'}
{'steering': np.float64(-0.1727), 'forward': 0.5, 'backward': 0, 'boost': 0, 'recording': 1, 'exit': 0, 'timestep': '01:02:2025:08:44:39:862', 'enable_pid': 1, 'camera_0': 0, 'camera_1': 0, 'idx': 174, 'image': '000174.png'}
{'steering': np.float64(-0.1686), 'forward': 0.5, 'backward': 0, 'boost': 0, 'recording': 1, 'exit': 0, 'timestep': '01:02:2025:08:44:39:957', 'enable_pid': 1, 'camera_0': 0, 'camera_1': 0, 'idx': 175, 'image': '000175.png'}
{'steering': np.float64(-0.1705), 'forward': 0.5, 'backward': 0, 'boost': 0, 'recording': 1, 'exit': 0, 'timestep': '01:02:2025:08:44:40:51', 'enable_pid': 1, 'camera_0': 0, 'camera_1': 0, 'idx': 176, 'image': '000176.png'}
{'steering': np.float64(-0.1712), 'forward': 0.5, 'backward': 0, 'boost': 0, 'recording': 1, 'exit': 0, 'timestep': '01:02:2025:08:44:40:145', 'enable_pid': 1, 'camera_0': 0, 'camera_1': 0, 'idx': 177, 'image': '000177.png'}
{'steering': np.float64(-0.1645), 'forward': 0.5, 'backward': 0, 'boost': 0, 'recording': 1, 'exit': 0, 'timestep': '01:02:2025:08:44:40:239', 'enable_pid': 1, 'camera_0': 0, 'camera_1': 0, 'idx': 178, 'image': '000178.png'}
{'steering': np.float64(-0.1664), 'forward': 0.5, 'backward': 0, 'boost': 0, 'recording': 1, 'exit': 0, 'timestep': '01:02:2025:08:44:40:333', 'enable_pid': 1, 'camera_0': 0, 'camera_1': 0, 'idx': 179, 'image': '000179.png'}
{'steering': np.float64(-0.167), 'forward': 0.5, 'backward': 0, 'boost': 0, 'recording': 1, 'exit': 0, 'timestep': '01:02:2025:08:44:40:428', 'enable_pid': 1, 'camera_0': 0, 'camera_1': 0, 'idx': 180, 'image': '000180.png'}
{'steering': np.float64(-0.1603), 'forward': 0.5, 'backward': 0, 'boost': 0, 'recording': 1, 'exit': 0, 'timestep': '01:02:2025:08:44:40:522', 'enable_pid': 1, 'camera_0': 0, 'camera_1': 0, 'idx': 181, 'image': '000181.png'}
{'steering': np.float64(-0.1621), 'forward': 0.5, 'backward': 0, 'boost': 0, 'recording': 1, 'exit': 0, 'timestep': '01:02:2025:08:44:40:618', 'enable_pid': 1, 'camera_0': 0, 'camera_1': 0, 'idx': 182, 'image': '000182.png'}
{'steering': np.float64(-0.1481), 'forward': 0.5, 'backward': 0, 'boost': 0, 'recording': 1, 'exit': 0, 'timestep': '01:02:2025:08:44:40:723', 'enable_pid': 1, 'camera_0': 0, 'camera_1': 0, 'idx': 183, 'image': '000183.png'}
{'steering': np.float64(-0.1292), 'forward': 0.5, 'backward': 0, 'boost': 0, 'recording': 1, 'exit': 0, 'timestep': '01:02:2025:08:44:40:817', 'enable_pid': 1, 'camera_0': 0, 'camera_1': 0, 'idx': 184, 'image': '000184.png'}
{'steering': np.float64(-0.1333), 'forward': 0.5, 'backward': 0, 'boost': 0, 'recording': 1, 'exit': 0, 'timestep': '01:02:2025:08:44:40:910', 'enable_pid': 1, 'camera_0': 0, 'camera_1': 0, 'idx': 185, 'image': '000185.png'}
{'steering': np.float64(-0.1336), 'forward': 0.5, 'backward': 0, 'boost': 0, 'recording': 1, 'exit': 0, 'timestep': '01:02:2025:08:44:41:04', 'enable_pid': 1, 'camera_0': 0, 'camera_1': 0, 'idx': 186, 'image': '000186.png'}
{'steering': np.float64(-0.134), 'forward': 0.5, 'backward': 0, 'boost': 0, 'recording': 1, 'exit': 0, 'timestep': '01:02:2025:08:44:41:101', 'enable_pid': 1, 'camera_0': 0, 'camera_1': 0, 'idx': 187, 'image': '000187.png'}
{'steering': np.float64(-0.1198), 'forward': 0.5, 'backward': 0, 'boost': 0, 'recording': 1, 'exit': 0, 'timestep': '01:02:2025:08:44:41:184', 'enable_pid': 1, 'camera_0': 0, 'camera_1': 0, 'idx': 188, 'image': '000188.png'}
{'steering': np.float64(-0.1153), 'forward': 0.5, 'backward': 0, 'boost': 0, 'recording': 1, 'exit': 0, 'timestep': '01:02:2025:08:44:41:278', 'enable_pid': 1, 'camera_0': 0, 'camera_1': 0, 'idx': 189, 'image': '000189.png'}
{'steering': np.float64(-0.1095), 'forward': 0.5, 'backward': 0, 'boost': 0, 'recording': 1, 'exit': 0, 'timestep': '01:02:2025:08:44:41:383', 'enable_pid': 1, 'camera_0': 0, 'camera_1': 0, 'idx': 190, 'image': '000190.png'}
{'steering': np.float64(-0.1036), 'forward': 0.5, 'backward': 0, 'boost': 0, 'recording': 1, 'exit': 0, 'timestep': '01:02:2025:08:44:41:467', 'enable_pid': 1, 'camera_0': 0, 'camera_1': 0, 'idx': 191, 'image': '000191.png'}
{'steering': np.float64(-0.0978), 'forward': 0.5, 'backward': 0, 'boost': 0, 'recording': 1, 'exit': 0, 'timestep': '01:02:2025:08:44:41:562', 'enable_pid': 1, 'camera_0': 0, 'camera_1': 0, 'idx': 192, 'image': '000192.png'}
{'steering': np.float64(-0.1064), 'forward': 0.5, 'backward': 0, 'boost': 0, 'recording': 1, 'exit': 0, 'timestep': '01:02:2025:08:44:41:658', 'enable_pid': 1, 'camera_0': 0, 'camera_1': 0, 'idx': 193, 'image': '000193.png'}
{'steering': np.float64(-0.1126), 'forward': 0.5, 'backward': 0, 'boost': 0, 'recording': 1, 'exit': 0, 'timestep': '01:02:2025:08:44:41:754', 'enable_pid': 1, 'camera_0': 0, 'camera_1': 0, 'idx': 194, 'image': '000194.png'}
{'steering': np.float64(-0.1407), 'forward': 0.5, 'backward': 0, 'boost': 0, 'recording': 1, 'exit': 0, 'timestep': '01:02:2025:08:44:41:849', 'enable_pid': 1, 'camera_0': 0, 'camera_1': 0, 'idx': 195, 'image': '000195.png'}
{'steering': np.float64(-0.1507), 'forward': 0.5, 'backward': 0, 'boost': 0, 'recording': 1, 'exit': 0, 'timestep': '01:02:2025:08:44:41:953', 'enable_pid': 1, 'camera_0': 0, 'camera_1': 0, 'idx': 196, 'image': '000196.png'}
{'steering': np.float64(-0.1778), 'forward': 0.5, 'backward': 0, 'boost': 0, 'recording': 1, 'exit': 0, 'timestep': '01:02:2025:08:44:42:47', 'enable_pid': 1, 'camera_0': 0, 'camera_1': 0, 'idx': 197, 'image': '000197.png'}
{'steering': np.float64(-0.1952), 'forward': 0.5, 'backward': 0, 'boost': 0, 'recording': 1, 'exit': 0, 'timestep': '01:02:2025:08:44:42:143', 'enable_pid': 1, 'camera_0': 0, 'camera_1': 0, 'idx': 198, 'image': '000198.png'}
{'steering': np.float64(-0.2359), 'forward': 0.5, 'backward': 0, 'boost': 0, 'recording': 1, 'exit': 0, 'timestep': '01:02:2025:08:44:42:237', 'enable_pid': 1, 'camera_0': 0, 'camera_1': 0, 'idx': 199, 'image': '000199.png'}
{'steering': np.float64(-0.2804), 'forward': 0.5, 'backward': 0, 'boost': 0, 'recording': 1, 'exit': 0, 'timestep': '01:02:2025:08:44:42:333', 'enable_pid': 1, 'camera_0': 0, 'camera_1': 0, 'idx': 200, 'image': '000200.png'}
{'steering': np.float64(-0.3021), 'forward': 0.30000000000000004, 'backward': 0, 'boost': 0, 'recording': 1, 'exit': 0, 'timestep': '01:02:2025:08:44:42:437', 'enable_pid': 1, 'camera_0': 0, 'camera_1': 0, 'idx': 201, 'image': '000201.png'}
{'steering': np.float64(-0.3349), 'forward': 0.30000000000000004, 'backward': 0, 'boost': 0, 'recording': 1, 'exit': 0, 'timestep': '01:02:2025:08:44:42:531', 'enable_pid': 1, 'camera_0': 0, 'camera_1': 0, 'idx': 202, 'image': '000202.png'}
{'steering': np.float64(-0.3376), 'forward': 0.30000000000000004, 'backward': 0, 'boost': 0, 'recording': 1, 'exit': 0, 'timestep': '01:02:2025:08:44:42:625', 'enable_pid': 1, 'camera_0': 0, 'camera_1': 0, 'idx': 203, 'image': '000203.png'}
{'steering': np.float64(-0.2724), 'forward': 0.5, 'backward': 0, 'boost': 0, 'recording': 1, 'exit': 0, 'timestep': '01:02:2025:08:44:42:709', 'enable_pid': 1, 'camera_0': 0, 'camera_1': 0, 'idx': 204, 'image': '000204.png'}
{'steering': np.float64(-0.1828), 'forward': 0.5, 'backward': 0, 'boost': 0, 'recording': 1, 'exit': 0, 'timestep': '01:02:2025:08:44:42:806', 'enable_pid': 1, 'camera_0': 0, 'camera_1': 0, 'idx': 205, 'image': '000205.png'}
{'steering': np.float64(-0.0552), 'forward': 0.5, 'backward': 0, 'boost': 0, 'recording': 1, 'exit': 0, 'timestep': '01:02:2025:08:44:42:901', 'enable_pid': 1, 'camera_0': 0, 'camera_1': 0, 'idx': 206, 'image': '000206.png'}
{'steering': np.float64(0.1167), 'forward': 0.5, 'backward': 0, 'boost': 0, 'recording': 1, 'exit': 0, 'timestep': '01:02:2025:08:44:42:997', 'enable_pid': 1, 'camera_0': 0, 'camera_1': 0, 'idx': 207, 'image': '000207.png'}
{'steering': np.float64(0.1278), 'forward': 0.5, 'backward': 0, 'boost': 0, 'recording': 1, 'exit': 0, 'timestep': '01:02:2025:08:44:43:91', 'enable_pid': 1, 'camera_0': 0, 'camera_1': 0, 'idx': 208, 'image': '000208.png'}
{'steering': np.float64(0.078), 'forward': 0.5, 'backward': 0, 'boost': 0, 'recording': 1, 'exit': 0, 'timestep': '01:02:2025:08:44:43:185', 'enable_pid': 1, 'camera_0': 0, 'camera_1': 0, 'idx': 209, 'image': '000209.png'}
{'steering': np.float64(-0.0592), 'forward': 0.5, 'backward': 0, 'boost': 0, 'recording': 1, 'exit': 0, 'timestep': '01:02:2025:08:44:43:280', 'enable_pid': 1, 'camera_0': 0, 'camera_1': 0, 'idx': 210, 'image': '000210.png'}
